book_id,title,ratings_count,country_code,is_ebook,average_rating
8451,If Bees Are Few: A Hive of Bee Poems,28,US,False,4.14
4043,Huzursuzluğun Kitabı,249,US,False,4.5
9901,Equivalence,17,US,False,3.94
2250,Frankenstein Makes a Sandwich,26,US,False,4.23
5387,When Angels Are Born,12,US,False,4.61
12731,The Waste Land and Other Poems,222,US,False,4.23
19670,Marpessa,6,US,True,4.67
11685,Ship of Fool,41,US,False,4.22
10839,The Last Man,10,US,False,4.4
1887,Water Sings Blue: Ocean Poems,392,US,False,3.97
11740,Final Harvest: Poems,47,US,False,4.24
20327,Star in My Forehead: Selected Poems,20,US,False,4.45
18022,One Red Eye: Poems,15,US,False,4.07
5735,Knee-deep in Blazing Snow: Growing Up in Vermont,7,US,False,3.86
10378,Haugtussa: Forteljing,55,US,False,3.97
10005,Complex Sleep,78,US,False,4.12
8311,Penguin's Poems for Life,174,US,False,4.03
3496,Poetry After 9/11: An Anthology of New York Poets,13,US,True,3.31
18567,The Handbook of Heartbreak: 101 Poems of Lost Love and Sorrow,59,US,False,3.88
2862,I Could Chew on This: And Other Poems by Dogs,1279,US,False,3.88
12583,Teogonía,50,US,True,3.7
13541,O Holy Cow!: The Selected Verse of Phil Rizzuto,7,US,False,4.21
17806,Last Poems,48,US,False,4.16
18317,Selected Poems,20,US,False,3.9
13777,ekaristi,52,US,False,3.6
8221,"Song of Solomon (Bible #22), ESV",40,US,False,4.21
20218,Bir Günün Sonunda Arzu - Bütün Şiirleri,6,US,False,3.91
6102,The Broken String,14,US,False,4.0
17114,The Exeter Book Riddles,41,US,False,3.82
13615,The Hotel Wentley Poems,52,US,False,4.89
7391,The Poet in the World,57,US,False,4.52
15326,Paradise Regained,8,US,False,3.64
17636,Nothing Gold Can Stay: A Mother and Father Remembered,7,US,False,5.0
13326,The Mystery of the Hidden Driveway,69,US,False,4.2
20597,Never Night,17,US,False,4.71
12736,Sonetos Completos de Florbela Espanca,47,US,True,4.21
1168,The Canterbury Tales,719,US,False,3.48
2961,Great American Prose Poems: From Poe to the Present,293,US,False,4.06
3049,مصر المصرية بتغنى,116,US,False,3.69
1207,The Door,814,US,False,3.81
19281,Poet's Bookshelf: Contemporary Poets On Books That Shaped Their Art,7,US,False,3.86
17393,The Dead Get by with Everything: Poems,34,US,False,4.21
7473,Poets in a Landscape,63,US,False,4.19
21098,In the Blood,24,US,False,4.04
8887,Boobs: Women Explore What It Means to Have Breasts,19,US,False,4.21
5495,ضي,228,US,True,3.13
12413,Selected Poems 1930-1988,58,US,False,3.69
8523,Darling Vulgarity,16,US,False,4.31
15960,The Real West Marginal Way: A Poet's Autobiography,61,US,False,4.41
2357,Shall We Gather at the River,90,US,False,4.41
20998,Dreadful Wind & Rain,11,US,False,4.45
7479,You Exist. Details Follow.,27,US,False,4.19
19167,The H.D. Book,12,US,False,4.65
16000,"Understanding Poetry (The Modern Scholar: Way with Words, Vol. 4)",93,US,False,4.16
1942,Evening Train: Poetry,103,US,False,4.22
11837,Collected Poems,187,US,False,3.58
2913,Unscrambled Eggs,76,US,False,3.71
1084,Ozymandias,740,US,False,4.31
277,The Physics of Imaginary Objects,163,US,False,4.14
4431,Complete Poems and Selected Letters,173,US,False,4.31
10138,The Broken Tower: The Life of Hart Crane,87,US,False,4.01
6519,White Buildings: Poems,211,US,False,4.27
612,The Complete Poems,2436,US,False,4.14
1195,The Bridge,693,US,False,4.15
14534,The Best of Robert Service,218,US,False,4.29
13448,What's Written on the Body,35,US,False,4.03
14307,Stolen Air: Selected Poems of Osip Mandelstam,148,US,False,4.43
15840,Feelings,3,US,False,4.26
15504,The Elephant Tests,5,US,False,4.0
6184,"At First, Lonely: Poems by Tanya Davis",48,US,False,4.48
2631,وطن بحجم عيوننا,182,US,False,4.13
19160,The Poets' Dante: Twentieth-Century Responses,16,US,False,4.45
4818,Balloon Pop Outlaw Black,245,US,False,3.97
5103,Desiderata,29,US,False,4.5
13276,Desiderata of Happiness,58,US,False,4.4
13696,Sumur Usia,9,US,False,4.0
3529,Auden: Poems,423,US,False,4.25
7652,Collected Poems,139,US,False,4.26
4198,The Dyer's Hand,254,US,False,4.28
15621,Five Fathoms Poetic Collection,16,US,True,4.06
15889,اﻷعمال الكاملة,44,US,False,4.44
20152,Orientarsi con le stelle,34,US,False,4.29
1175,Евгений Онегин. Драмы,176,US,False,4.09
14853,Hovering at a Low Altitude: The Collected Poetry of Dahlia Ravikovitch,13,US,False,3.93
9661,Mar - Antologia,163,US,False,4.4
10223,Scars Upon My Heart: Women's Poetry And Verse Of The First World War,71,US,False,3.97
8765,مختارات من لوركا,20,US,False,4.32
5730,Water Walker,4,US,False,4.0
14149,Our Lady of the Crossword Puzzle,19,US,False,4.32
11161,Faber New Poets 14,40,US,False,4.15
4014,أفكار مهددة بالقتل: من الشعراوي إلى سلمان رشدي,236,US,False,3.15
12069,The Norton Anthology of American Literature,71,US,False,4.14
973,Theogony. Works and Days. Testimonia.,101,US,False,4.25
2971,Don't Explain,14,US,False,4.53
16504,روائع الشعر السياسي,34,US,False,3.91
15065,Ou o Poema Contínuo,61,US,False,4.32
9506,Silkie,16,US,False,3.94
15426,"Doré's Illustrations for ""Paradise Lost""",220,US,False,4.58
17775,Sepasang Sepatu Sendiri Dalam Hujan,20,US,False,3.1
7837,Aim For The Head: The Zombie Hunters Guide To Poetry,69,US,False,3.78
10266,The Iliad,337,US,False,3.83
12103,A Beautiful Mess,24,US,False,4.04
9522,ديوان هاشم الرفاعي: الاعمال الكاملة,73,US,False,4.14
15460,Leaves of Grass,35,US,True,4.13
20487,It Is Going To Be A Good Year,16,US,False,4.12
5284,To a Fault,60,US,False,3.63
12385,نقرة إصبع,32,US,False,3.22
13468,Guess Can Gallop,15,US,False,4.2
2802,Things Left Unsaid: A Novel in Poems,279,US,False,3.59
2699,Bilbo's Last Song: At the Grey Havens,34,US,False,4.09
602,Kaddish and Other Poems,7760,US,False,4.19
12827,Some Desperate Glory: The First World War the Poets Knew,62,US,False,3.8
10438,New Impressions of Africa,42,US,False,4.53
19561,Хълбоци и пеперуди,76,US,False,3.86
13725,The Sky Watched: Poems of Ojibwe Lives,8,US,False,4.12
18651,Emperors of Dreams: Some Notes on Weird Poetry,4,US,False,4.5
7883,Holding Company: Poems,97,US,False,3.59
18068,Las personas del verbo,12,US,False,4.43
3912,Preobraženja,283,US,False,4.2
14445,Christmas Bells,14,US,True,3.73
9251,Kol nuodai veikia,16,US,False,4.24
18229,Interglacial: New and Selected Poems & Aphorisms,37,US,False,4.22
2115,Ideas of Order,72,US,False,4.31
4585,The Emmores,13,US,False,4.38
8150,Personæ: The Shorter Poems,743,US,False,4.09
2965,Selected Poems,75,US,False,4.29
13702,Balada Pyanhabib,88,US,False,4.1
10632,Sertarul cu ură,48,US,False,4.4
7828,Sermons and Lectures both blank and relentless,37,US,False,4.68
3903,Magic with Skin On,77,US,False,4.52
4584,Serious Concerns,349,US,False,4.18
18744,Heaven on Earth: 101 Happy Poems,34,US,False,3.78
4583,If I Don't Know,143,US,False,4.01
10562,Takahē,38,US,False,4.76
8079,some planet,88,US,False,4.36
2663,Selected Poems,46,US,False,4.12
19604,Revolting Rhymes & Dirty Beasts,118,US,False,4.21
13449,"Resurrection Update: Collected Poems, 1975-1997",104,US,False,4.31
9624,The Rig Veda: An Anthology of One Hundred Eight Hymns,29,US,False,3.92
2958,Eight American Poets: An Anthology,120,US,False,4.13
11015,This Journey,30,US,False,4.16
2219,The Ballad of the White Horse,846,US,False,4.24
14827,İlahi Komedya,134,US,False,4.06
9591,Three Beers from Oblivion,17,US,False,4.65
13598,Evergreen Review Reader 1957-1966,7,US,False,4.08
7779,"Execution Poems: The Black Acadian Tragedy of ""George and Rue""",97,US,False,3.99
6328,Here We Go: A Poetry Friday Power Book,13,US,False,4.77
18785,Hyperion a Fragment,101,US,False,4.1
12879,Best of the Web 2010,32,US,False,4.23
20776,Voices in Wartime: The Anthology,8,US,False,3.62
20746,Our Farm: By the Animals of Farm Sanctuary,68,US,False,4.17
10196,A Third Treasury of Kahlil Gibran,26,US,False,4.33
20751,The Complete Poems,50,US,False,4.16
19114,Roald Dahl's Revolting Rhymes,49,US,False,4.14
13482,The Nibelungenlied (Everyman's Library #312),10,US,False,3.87
8950,Fat Daisies,21,US,False,4.19
297,رسائل فرناندو بيسوا إلى حبيبته,259,US,False,2.79
15525,Kink and Particle,23,US,False,4.17
4186,"Madwomen: The ""Locas mujeres"" Poems of Gabriela Mistral, a Bilingual Edition",117,US,False,3.98
11316,Cheerleader's Guide To The World: Council Book,21,US,False,4.64
20894,Knot,28,US,False,4.18
20893,Kildare,10,US,False,4.5
13839,The Complete Works of Sappho,29,US,True,4.16
16770,Il Profeta ; Il Giardino Del Profeta,5,US,False,3.73
16946,مرايا لشعرها الطويل,39,US,False,3.59
17501,Intimate Kisses: The Poetry of Sexual Pleasure,85,US,False,4.17
1768,Movement in Black,72,US,False,4.4
16235,Poetry for Young People: African American Poetry,43,US,False,4.42
6350,Selected Writings,431,US,False,3.88
7522,Избрани стихотворения,28,US,False,4.5
7568,The Poems of Doctor Zhivago,235,US,False,4.04
8466,Divinity School,3,US,False,4.12
507,يوميات الحزن العادي,905,US,False,4.28
5027,Chorus,195,US,False,4.08
14430,Go and Catch a Falling Star,9,US,True,4.14
5350,In This Thin Rain,11,US,False,4.09
13823,"Nothing In This World Is Free, Just Poetry!",25,US,True,3.24
5163,Stories that Could Be True: New and Collected Poems,68,US,False,4.39
18126,This Many Miles From Desire,33,US,False,4.36
20251,The Young Inferno,49,US,False,3.18
11773,Casi sin querer,493,US,False,3.71
11924,Rabbit Punch Hc,5,US,False,4.6
6484,Women Do This Every Day,13,US,False,4.0
4272,"Collected Works, Vol. 3: Selected Poems",43,US,False,4.55
2437,What Are You Glad About? What Are You Mad About?: Poems for When a Person Needs a Poem,102,US,False,3.85
12378,Persian Love Poetry,46,US,False,4.19
15757,Bhagavad Gita,176,US,True,4.1
8287,Selected Poems,1668,US,False,4.1
1754,The Book of Nightmares,1978,US,False,4.24
18251,School of the Arts: Poems,12,US,False,3.84
10252,El Dorado,116,US,False,3.84
20617,Three West Coast Women,3,US,False,4.33
3085,The Divine Comedy,426,US,True,4.06
12982,الزنابق,153,US,False,3.8
2927,Amazing Peace,66,US,False,4.14
11355,Revolting Rhymes & Dirty Beasts,4,US,False,4.21
3554,The Collected Works of William Butler Yeats,122,US,True,4.5
13799,Order And Disorder,17,US,False,2.76
16800,Trans,29,US,False,3.86
4846,ديوان فايق عبد الجليل,64,US,False,4.19
1743,Drift Of The Hunt,10,US,False,5.0
18868,Tako zamišljam nebo,100,US,False,4.81
10767,تسعة أجزاء من الرغبة,8,US,False,4.11
19885,Selected Poems of Malcolm Lowry,11,US,False,3.54
3530,The Rattle Bag: An Anthology of Poetry,157,US,False,4.26
12147,What Yellow Sounds Like: Poems,12,US,False,4.25
12084,Seeds From a Birch Tree: Writing Haiku and The Spiritual Journey,72,US,False,4.16
4709,The Man Suit,841,US,False,4.24
11027,From Room to Room,64,US,False,4.16
12630,The Boat of Quiet Hours: Poems,131,US,False,4.25
16605,The Cradle Of The Real Life,67,US,False,4.23
14447,Porphyria's Lover,223,US,True,3.96
2774,The Divine Comedy,310,US,False,4.06
4792,"Journals: Early Fifties, Early Sixties",232,US,False,3.86
3728,Burning in Paradise,34,US,False,3.88
9740,"The Complete Poetic Works of Michael Madsen, Vol I: 1995-2005",36,US,False,4.44
19378,Domain of Perfect Affection,21,US,False,4.05
20432,Las cenizas de Gramsci,5,US,False,4.09
19101,New And Collected Poems,24,US,False,4.08
11101,Bury Me in Her Eyes,12,US,True,4.62
16828,New Poems: A Bilingual Edition,3,US,False,4.29
14852,"Last Looks, Last Books: Stevens, Plath, Lowell, Bishop, Merrill",17,US,False,3.39
5272,A Shropshire Lad,12,US,False,4.04
6187,Selected Poems,263,US,False,4.24
10125,Üstü Kalsın: Seçme Şiirler,494,US,False,4.31
16637,Homecoming: New and Collected Poems,132,US,False,3.97
5320,Selected Poems of Pablo Neruda,98,US,False,4.39
4375,Natural History,98,US,False,3.86
5285,Unforgotten Dreams: Poems by the Zen Monk Shotetsu,14,US,False,4.71
19753,Poesías completas,261,US,False,4.26
15602,The Hunting of the Snark,49,US,False,4.06
20234,شاهکارهای ادبیات فارسی جلد 20 - یوسف و زلیخا از هفت اورنگ جامی,92,US,False,3.67
17109,Haiku: The Poetry of Nature,18,US,False,4.05
16822,Wing Nuts: Screwy Haiku,62,US,False,3.55
13043,The Lay of the Love and Death of Cornet Christopher Rilke,173,US,False,4.09
10705,"Selected Sonnets, Odes, and Letters",24,US,False,3.46
5583,Otto the Owl Who Loved Poetry,191,US,False,3.67
10664,Il libro dell'inquietudine di Bernardo Soares,274,US,False,4.5
13029,Missing Children,71,US,False,3.63
9709,Shards: Fragments of Verses,17,US,False,3.65
18278,Cathay,25,US,False,3.95
5031,Hotel Insonnia,10,US,False,4.03
14368,Howl,271,US,False,4.21
15387,مختارات من الأدب السوداني,35,US,False,3.06
1457,When the Only Light Is Fire,90,US,False,4.51
17150,"Odas. Olímpicas. Píticas. Nemeas. Ístmicas. Fragmentos de Otras Obras de Píndaro. Otros Líricos Griegos (Sepan Cuantos, #248)",2,US,False,3.87
7556,Kapitán odešel na oběd a námořníci převzali velení,21,US,False,3.89
16280,Preparing My Daughter For Rain:: notes on how to heal and survive.,33,US,False,4.2
13392,The Brother Swimming Beneath Me,33,US,False,4.42
5133,"When the Moon Takes Over the Dream: ""Love Poetry""",21,US,False,4.08
13390,Close Calls With Nonsense: Reading New Poetry,87,US,False,4.1
13525,If One of Us Should Fall,30,US,False,4.03
1662,Why They Grow Wings,29,US,False,3.72
8439,Canzoniere,648,US,False,3.92
10132,What Is Amazing,186,US,False,4.25
7222,The Enemy,15,US,False,3.94
20673,Roll Deep,40,US,False,3.65
13404,Losing Season Losing Season Losing Season Losing Season Losing Season,36,US,False,4.19
18512,Σαπφώ,13,US,False,4.53
14702,Silver Lining: Poets Against Violence,5,US,True,5.0
1224,Flowers of Evil,31,US,False,4.26
17364,Owls and Other Fantasies: Poems and Essays,50,US,False,4.36
9202,Adirondack Paper Girl,9,US,False,4.67
1159,Cat Talk,206,US,False,4.01
16361,Bronx Masquerade,57,US,False,3.95
19285,Paul Muldoon. Selected Poems 1968-1983,18,US,False,3.83
15535,Jutland,11,US,False,3.75
7141,Hesitant Commitments,9,US,False,4.89
16670,Disappearing Act,7,US,False,4.29
7687,سونيتات شكسبير الكاملة,58,US,False,4.24
6732,Letters To A Young Poet,108,US,True,4.34
15441,Tres mujeres,146,US,False,4.23
18734,Üvercinka,368,US,False,4.15
12009,The Lateral,15,US,False,4.47
14209,American Girl,24,US,False,4.04
8481,The Road to Emmaus: Poems,83,US,False,4.12
1282,Migration: New and Selected Poems,495,US,False,4.35
7862,Crave Radiance: New and Selected Poems 1990-2010,63,US,False,4.01
20001,پنی‌سیلین,17,US,True,3.41
2591,"This Longing: Poetry, Teaching Stories, and Letters",64,US,False,4.14
9270,North and South,130,US,False,4.28
17303,Akulah Angin Engkaulah Api: Hidup dan Karya Jalaluddin Rumi,30,US,False,4.13
3076,مهندس العالم,392,US,False,3.88
18524,Variations on the Sun,20,US,False,4.5
1853,Plumb,2911,US,False,4.1
12627,White Ink: Poems on Mothers and Motherhood,11,US,False,4.64
15542,Some Bright Elegance,10,US,False,4.2
14091,A Sparrow Came Down Resplendent,20,US,False,4.4
17769,Roman Semesta: Sehimpun Puisi,41,US,False,4.29
3361,Mahabharata: The Greatest Spiritual Epic of All Time,957,US,False,4.29
6503,Smoke,366,US,False,4.43
4736,Facts About the Moon,673,US,False,4.32
2557,صمت الكليم,219,US,False,4.07
9804,The Vintage Book of Contemporary World Poetry,229,US,False,4.23
10108,القوس العذراء,210,US,False,4.32
11536,Sadly Beautiful,9,US,False,4.7
9024,"Collected Poems, 1943-1995",40,US,False,4.0
16700,PANK 5,23,US,False,4.3
7625,Gilgamesh: The New Translation,113,US,False,3.8
20333,The Drowned Book: Ecstatic and Earthy Reflections of the Father of Rumi,58,US,False,4.31
12433,Night Writing,4,US,False,4.6
913,Fold Me a Poem,111,US,False,3.83
11296,Rags of My Soul: Poems,17,US,False,3.06
16676,Tristimania,100,US,False,4.25
4114,یک زن تنها: فروغ فرخزاد و شعرهایش,70,US,False,4.08
5813,The New Human Beings,58,US,False,4.53
10294,Dog-Gone School,49,US,False,3.91
7977,Something Like The Desert,49,US,True,4.59
4892,Poetry for Young People: Robert Browning,41,US,False,3.24
2642,"Poems Between Women: Four Centuries of Love, Romantic Friendship, and Desire",60,US,False,3.88
4216,Night Battle: Poems,17,US,False,3.06
20596,"Ejo: Poems, Rwanda, 1991–1994",22,US,False,4.68
4478,From the New World: Poems 1976-2012,59,US,False,4.13
2573,Say Nothing: Poems of Jalal al-Din Rumi in Persian and English,21,US,False,4.52
8226,More than Bread,9,US,False,4.78
13717,City Eclogue,64,US,False,4.19
12674,Eclogues. Georgics. Aeneid: Books 1-6,316,US,False,4.28
14504,The Eclogues of Virgil: A Translation,12,US,False,3.88
7606,The Odyssey,150,US,True,3.73
17999,Key West: An Island Sheaf,5,US,False,4.0
6004,"Brenda Is in the Room, and Other Poems",58,US,False,3.86
7935,Wait,91,US,False,3.72
1472,"S O S: Poems, 1961-2013",72,US,False,4.29
11806,Crow-Work: Poems,30,US,False,4.0
12612,Tijuana Book of the Dead,78,US,False,4.17
4555,Артюр Рембо. Стихотворения,12,US,False,4.04
13952,IRL,172,US,False,4.39
8074,Lemons in the Chicken Wire,45,US,False,4.57
16108,Brain Fever: Poems,35,US,False,3.8
4314,The Book for My Brother,76,US,False,3.99
20185,Feast,55,US,False,4.14
19996,Blackboards,23,US,False,4.13
18420,A Humument: A Treated Victorian Novel,47,US,False,4.37
5294,الأجنحة المتكسرة,220,US,False,3.93
16057,My Way: Speeches and Poems,61,US,False,4.05
10261,The Aeneid,113,US,False,3.81
248,"Earth Prayers: From Around the World: 365 Prayers, Poems, and Invocations for Honoring the Earth",330,US,False,4.28
17425,The Beatles Illustrated Lyrics,23,US,False,4.24
992,All the Things I Never Said,612,US,False,3.48
472,All the Words Are Yours: Haiku on Love,1530,US,False,4.16
17522,Nikah Ilalang,59,US,False,3.46
15738,Lyrical Ballads,46,US,False,3.93
14425,Press Cuttings,18,US,False,3.6
14324,Goblin Market,93,US,False,4.08
10208,Questions for Ada,59,US,False,4.41
16283,Stockholm sier,13,US,False,3.23
10725,"Quake, Quake, Quake: A Leaden Treasury of English Verse",11,US,False,4.36
17179,Illuminated Poems,6,US,False,4.19
13454,The Bride Minaret,11,US,False,4.45
7317,Singular Pleasures,162,US,False,3.81
117,قالت,1031,US,False,3.95
16370,The Sonnets,49,US,False,4.27
17516,هاملت,77,US,False,4.01
19386,Poems 1962-2012,60,US,False,4.47
19149,Quoof,7,US,False,3.82
15858,سکوت سرشار از ناگفته‌هاست,347,US,False,4.38
13988,الأغاني وما بعدها,22,US,False,3.26
5197,Poems of Wang Wei,45,US,False,4.29
820,The Complete English Poems,8309,US,False,4.14
15399,John Donne's Sermons on the Psalms and Gospels: With a Selection of Prayers and Meditations,26,US,False,4.07
19545,Failure to Thrive,17,US,False,4.0
12036,Transfer,99,US,False,4.31
6552,Wintering Out,140,US,False,4.08
17347,"Å, Høye Dag",8,US,False,2.75
12393,بالأمس فقدت زراً,42,US,False,3.2
10254,"Dionysiaca, Books 1-15 (Loeb Classical Library, #344)",32,US,False,3.47
127,ورد أكثر,168,US,False,3.73
4926,A Dazzling Display of Dogs,162,US,False,3.87
8695,The Buck in the Snow and Other Poems,45,US,False,3.98
2997,Then Suddenly--,120,US,False,3.94
19846,We Are All Children Searching for Love,29,US,False,3.24
14168,You & I,55,US,False,3.43
3887,A Lifetime of Love: Poems on the Passages of Life,39,US,False,3.79
13055,Teogonía. Trabajos y días. Escudo. Certamen.,39,US,False,3.73
895,Yes! We Are Latinos: Poems and Prose About the Latino Experience,100,US,False,4.09
10311,Scarecrow,6,US,False,4.43
13389,For Love of Common Words: Poems,61,US,False,4.28
15292,A Zooful of Animals,3,US,False,4.0
14280,In Praise of Darkness,243,US,False,3.6
16938,Kuchh aur Nazmein,89,US,False,4.39
18903,Under That Silky Roof,15,US,False,4.27
12470,Runny Babbit Book and Abridged CD,40,US,False,4.12
12338,Where the Sidewalk Ends: The poems & drawings of Shel Silverstein,124,US,False,4.29
12435,John Milton,39,US,False,4.24
14912,More to Keep Us Warm,24,US,False,4.12
17005,Insect Country,47,US,False,4.43
13297,Fanny Says,101,US,False,4.49
17195,The More Difficult Beauty,12,US,False,4.58
2013,Call Me Ishmael Tonight: A Book of Ghazals,155,US,False,4.3
15503,The Poem Is You: Sixty Contemporary American Poems and How to Read Them,30,US,False,4.15
15502,Under Milk Wood,6,US,False,4.15
5241,أوراق العشب,108,US,False,4.13
18328,Angina Days: Selected Poems: Selected Poems,1,US,True,4.31
10669,Once in a Blue Moon,11,US,False,3.18
17036,Greek Lyric Poetry,46,US,False,3.78
7855,This Present Moment: New Poems,120,US,False,4.14
20451,Gin & Bleach,25,US,False,3.84
19980,The 6.5 Practices of Moderately Successful Poets: A Self-Help Memoir,57,US,False,3.87
6371,Isla Negra: A Notebook,209,US,False,4.19
5642,The Norton Anthology of American Literature,78,US,False,4.14
3063,حصار لمدائح البحر,217,US,False,3.97
8785,On Man and Nature,213,US,False,3.95
5293,دمعه و ابتسامه,61,US,False,4.04
1166,The Maine Coon's Haiku: And Other Poems for Cat Lovers,167,US,False,3.63
19346,Selected Poems of Oscar Wilde Including the Ballad of Reading Gaol,21,US,False,4.04
20342,Theogony,19,US,False,4.58
18270,The Owl in the Mask of the Dreamer: Collected Poems,1,US,False,4.47
7570,Under the Clock: New Poems,30,US,False,3.37
17218,Drømmen om København og andre Digte fra Byen,2,US,False,4.5
12833,The Portable Walt Whitman,72,US,False,4.34
3336,Poetry and Prose,5859,US,False,4.29
21043,Letters From Robots,25,US,False,4.6
17591,A Grateful Nation,11,US,False,4.31
18285,Collected Longer Poems,8,US,False,4.21
2657,Who Can Be Happy And Free In Russia,323,US,False,3.35
10257,The Legend of Sigurd and Gudrún,44,US,True,3.83
20229,O Cidadan,26,US,False,4.54
6013,Madonna Anno Domini: Poems,103,US,False,3.97
9645,O Anjo Mudo,168,US,False,4.25
1525,"Love, Fishie",10,US,True,3.48
1332,The Charge of the Light Brigade,425,US,False,4.25
5375,Night Garden,4,US,False,4.0
20305,Chasers of the Light: Poems from the Typewriter Series,50,US,False,4.27
9656,Poemas Completos,24,US,False,4.73
11311,Own Face,74,US,False,4.59
19458,Cuentos en verso para niños perversos,3,US,False,4.14
2071,Mean Time,53,US,False,3.92
6282,Sonnets,69,US,False,4.51
11691,Among Women: Poems,44,US,False,3.89
16195,Subject to Change,9,US,False,4.56
9432,The Iliad,507,US,True,3.83
14127,الأوديسة,18,US,False,3.73
4825,"Pieces of Glass: A Moment of Tragedy, a Lifetime of Faith",42,US,False,3.77
16971,اقلیت,503,US,False,3.7
17556,Shrinking Into Infinite Sky,2,US,False,5.0
12575,Collected Poems,79,US,True,4.44
3626,Selected Poems,101,US,False,4.12
7377,A Test of Poetry,64,US,False,4.37
7869,Magnolia and Lotus: Selected Poems of Hyesim,23,US,False,3.78
2851,The Year of No Mistakes: A Collection of Poetry,197,US,False,4.32
16883,Kissing Oscar Wilde,26,US,False,4.24
1860,The Importance of Being Ernest,75,US,False,3.94
4946,A Rock Can Be . . .,257,US,False,4.24
4915,Something Sure Smells Around Here: Limericks,38,US,False,3.77
4171,The October Palace,144,US,False,4.21
16386,Güvercin Gerdanlığı,57,US,False,3.89
16880,Prose,7,US,False,4.2
15668,The Odyssey,82,US,False,3.73
19076,"Versos, or: The Things a Woman Learns on the Banks of the Great River",2,US,True,4.75
14747,Take Out from the Writer's Cafe,1,US,True,5.0
10277,One Fierce Hour,55,US,False,4.09
4225,Midquest: A Poem,21,US,False,4.33
18191,Source: Poems,6,US,False,4.14
18145,Postcards from the Interior,14,US,False,3.64
5434,Koerikoeloem,110,US,False,4.17
5109,Between Frames,8,US,False,4.12
13243,Eugenio Onieguin,8,US,False,4.09
1182,The Nibelungenlied,3536,US,False,3.87
4541,Das Nibelungenlied,73,US,False,3.87
16964,مشاوير,3,US,False,3.0
5676,Frost on the Window: Poems,23,US,False,3.2
730,حجة غياب,799,US,False,3.04
16444,Versuri,177,US,False,4.2
