(114,3053) 12819 14108 11417 3024 17046 11184 9618 5214 4760 10923 3165 12448 6921 6502 17505 16507 17083 16794 1005 4815 9486 10817 12423 2883 5832 10220 1467 20012 14975 785 4373 20119 9022 16339 2031 2474 18 15583 1684 5938 15356 3461 8457 10865 9208 7911 77 10471 10062 7191 3182 2089 473 1227 5824 5590 5400 8510 1386 5503 12038 19368 10486 3534 2931 10058 6919 16771 16609 2423 767 9363 683 15373 1524 11419 5417 14914 7639 9779 10320 8253 682 9998 20044 961 9563 1438 598 979 795 15086 2266 2928 6651 16631 7455 15134 4750 12573
(69,471) 8475 834 4127 12546 1087 9448 13477 3319 6363 996 7337 20514 12205 9430 11432 19461 9454 930 5452 11596 3361 13050 2551 17180 16848 7554 5948 12017 2791 592 9505 14061 10601 5266 10765 1247 9324 9325 2533 16272 3902 3808 3349 5866 445 4564 5049 1562 19059 13884 6577 3403 7081 9199 20250 18415 9051 5754 3858 1846 1897 5979 13916 7083 287 1132 7894 12024 14562 5717 11478 16400 10338 2384 15911 7174 8872 1664 17537 12027 1545 7278 6098 8380 9737 432 5360 4719 3994 4377 7505 3716 1275 16114 6530 6531 18206 17923 4529 8650
(525,471) 2409 13416 18010 1573 5297 12310 346 20038 9343 19888 13487 14691 20539 3289 7081 14186 3857 2921 11141 10842 1591 14079 18052 14196 3696 5418 12530 2279 9027 2759 10069 1987 2350 4987 12300 12918 6494 9004 4557 3715 838 533 8500 14118 4695 6894 7892 16155 15746 13930 18423 13919 5497 10203 5674 10062 9693 1105 11365 35 8251 2789 8289 1923 11931 12319 7254 1766 10900 13152 2961 17608 19158 16300 3316 3069 5309 242 13762 4444 5105 1109 3397 7697 14026 3838 5141 6577 13631 2526 15046 7278 5316 9298 3025 8564 5325 8889 3333 5574
(700,4140) 10888 11030 2113 1486 9693 8027 13279 1161 3185 6190 3855 251 989 882 17370 3639 2911 949 3398 2757 5944 4109 2999 10875 16138 10518 14663 9213 11408 3717 2955 17533 8785 11407 270 6008 4360 1871 10025 19157 13481 13790 2635 8157 10068 1251 16897 351 10079 8196 19088 5277 10943 17888 12603 6627 11498 10297 16575 8167 17863 621 7216 8544 6507 4973 5884 20449 259 18545 1391 6745 9380 5045 5130 9150 7442 25 13316 8005 20539 14372 6160 579 7652 15464 18188 1718 9644 20085 5203 9253 12448 8286 12764 379 3626 10125 5787 8993
(425,3879) 3528 15457 12300 5359 3022 10509 3345 16160 7714 12734 9394 5049 12806 7784 2642 473 439 11151 13342 20477 17658 6128 8747 7150 38 4737 18355 7836 8160 18922 10688 16733 2085 1173 18557 20056 5769 6744 6095 598 19908 7080 122 5459 6760 2717 14160 1341 852 2272 5430 9515 10859 3443 14105 13536 5555 4748 13056 11493 6505 10945 18182 8683 17079 9633 9022 2208 7897 6629 5795 7227 9937 5285 11407 2402 2659 17067 16548 1071 5261 4284 10249 12052 20648 20218 9534 17774 11414 2256 8409 1208 3321 14110 2419 8467 12044 19158 9420 13562
(827,3879) 5164 397 2493 4097 7841 3554 121 508 4454 1328 17627 9483 9347 16187 443 625 7811 4043 2353 2365 10624 4724 17945 18391 9625 17609 10326 8667 2115 7299 6058 13676 1762 1803 3841 414 10193 13142 16299 5553 6547 8987 5200 5898 15332 838 575 16647 2673 11111 4614 16148 12556 1397 7703 17633 10081 7639 8110 8126 4837 11762 20274 4091 5935 9940 6021 15847 1027 1962 2876 9233 17886 10666 9009 1155 712 2731 12213 13433 4741 1558 5238 4380 3097 9399 19759 10920 1971 17592 2487 10250 3086 5460 12162 242 3579 18190 9417 19439
(425,3748) 6517 13184 395 5070 5610 5217 4370 2760 9724 5068 9353 4785 10039 6740 1542 18588 10077 1846 5626 3033 2092 6006 6575 8897 3401 6998 17621 7095 8487 10408 17210 2916 861 460 4729 12332 8164 15782 1029 8155 5912 1802 6168 18414 10262 20164 5493 8490 4354 2103 8314 11102 2203 16137 10095 8796 13149 1645 5239 2956 2048 153 1507 3898 2911 6201 10948 9125 10577 356 945 4227 8993 12892 10624 5335 5026 10800 10060 16670 11987 17560 16911 16094 3333 206 6935 3377 4300 2243 2408 11200 999 13631 8237 3783 6366 9022 8450 4581
(827,3748) 16310 11142 12992 18590 15900 11565 10855 986 6541 1456 7729 7666 1543 19443 12282 12304 12963 12036 5842 222 7321 2263 19690 487 17725 7447 9198 3877 16776 3777 8355 9812 17079 8078 8694 10108 7875 9472 1412 19345 12198 16603 8111 1234 14498 8160 4659 7216 15962 3225 21103 9717 13290 14752 6570 20056 10875 14903 1144 11671 1747 2349 18730 367 10468 2915 8621 1259 9937 2149 12705 9488 2282 9663 8150 9737 7878 6654 6200 10150 6594 8288 4175 16261 16602 1877 5492 8165 5972 555 13960 761 2664 4832 8612 3209 1502 2701 51 2795
(425,1152) 7513 3764 15183 4170 14377 5007 17577 19041 1155 2233 4084 8621 2189 185 4439 10532 5507 12822 10416 11184 19459 9345 1887 2987 15966 5502 687 18485 5781 16653 8646 1068 6176 19816 367 6061 5074 10328 2454 872 5058 12768 10982 1808 19614 2498 11182 2242 6744 8473 5157 9541 78 7413 9194 14020 380 10810 10393 7512 5238 8425 16939 8142 10414 991 4554 2200 2860 7359 13772 905 1848 12212 2076 11109 9969 4196 1051 9256 1821 2053 9126 804 15082 1168 10074 6659 3181 18006 13657 11227 5326 1518 16714 13649 6967 6240 3426 5166
(827,1152) 2772 17540 381 19460 10202 8872 4135 12310 8535 3333 9350 4185 4175 17140 7494 5718 993 434 15841 5163 3249 17081 7868 7052 339 13579 2286 518 2737 2838 3765 3161 12165 2211 4012 16612 16969 1721 8416 1451 17811 820 16852 18599 17318 17077 4967 7532 2239 17247 2876 14978 4477 7499 12040 4844 16377 17337 844 14912 11565 3421 16410 523 709 3446 12793 9393 999 18412 2842 8506 1109 14117 8532 4161 19041 6701 2054 5573 8889 10856 2354 2834 5905 6446 603 15126 10942 9935 16590 4145 1133 3164 13518 8906 14420 556 1367 6912
(836,509) 3454 589 8527 545 20095 17660 6012 9050 8746 15512 14585 11937 8090 6554 11219 150 388 1854 4704 10427 14595 5695 2792 3459 11670 16848 2190 2721 16793 12307 734 14902 19155 12157 8029 8318 587 10637 11251 20858 12032 7522 10814 7589 1030 14232 352 3281 6507 18215 4492 17083 9009 6755 221 5910 20023 7666 2116 4918 13237 6058 7952 12377 19099 8171 9687 16412 11730 2786 13775 12559 1624 4809 17371 3 17842 12614 12364 1301 14025 18606 4385 8047 3426 17057 3786 2072 16085 10116 15840 12342 10271 2193 8802 14096 13791 9794 3621 416
(402,4014) 8012 1475 17197 17946 4771 16389 3362 15755 160 9993 18557 18095 9358 387 914 16667 15670 9193 6334 6318 3208 20123 2899 4141 7299 5761 9281 7655 16874 13246 10867 166 11399 16834 8778 11167 10228 13056 144 444 5050 13884 11625 5402 10075 5261 4692 3739 17648 4952 12387 3388 15042 9069 1016 6734 2267 3199 5889 4089 2898 17609 1147 338 8077 12725 6333 10155 357 7166 5304 1243 19769 3180 6933 2673 16610 439 10056 2473 7858 6737 8459 19177 6891 11728 13943 871 4668 6420 9267 5887 18154 11136 14988 3326 4784 12388 10857 9629
(284,4715) 11639 973 4860 8288 1304 2218 10322 11672 1326 1581 2924 9456 4386 12115 1120 12039 1874 1190 4117 13465 10146 9223 4533 1645 3102 18185 8021 4500 345 11387 2675 388 2931 2935 3752 3059 4429 15413 14905 14586 11479 482 6609 1369 1135 11858 3804 4151 6271 20537 816 1452 14004 19154 1437 8660 6052 9222 16341 6214 6492 6200 10362 3946 3378 7484 4731 72 10305 17935 1244 8737 11343 3665 10626 7268 13579 8741 11338 284 8890 37 12937 4751 18733 2275 2792 709 3411 9767 14828 7667 18133 16621 2616 19157 5155 6712 6464 5394
(731,15111) 5968 5031 9413 17515 2789 355 11886 16793 3851 16842 4367 8626 667 4898 1656 6745 704 11083 14369 8062 1624 10944 5402 9243 619 20014 2999 19888 19140 3031 2429 19481 2351 7096 10987 7872 4306 318 15070 13947 11539 6194 2355 13558 7715 17650 17136 16120 1486 18184 3035 15716 99 9193 8839 14743 245 3821 10717 2836 8116 11814 10415 3858 4750 16861 1172 6816 10937 12560 1344 2523 16748 6202 2288 13884 4953 6015 17775 908 82 4408 2012 604 9448 6735 7673 16278 20097 13282 984 545 2240 9877 941 2783 8750 6022 13070 13581
(915,19583) 6875 16446 1269 1432 17371 2991 3770 18931 18749 1766 3455 6915 4170 7195 5797 9613 4173 13916 5659 16840 19737 13246 18058 2818 11383 7971 12022 5426 10486 2014 201 5591 7410 12307 1075 10085 17318 2880 14392 16674 1462 1926 16601 6540 16300 13290 9921 5049 14120 15793 10031 5061 9146 10153 7508 12350 8175 8899 7602 5769 1243 13125 1911 10733 10859 6939 3591 9084 8536 14591 1572 7276 683 15371 7434 18423 9080 9555 3430 3096 15670 2428 15027 9437 16607 7392 17605 17606 4056 19144 6381 4999 9486 9450 10862 17075 3747 9439 13552 4432
(915,7072) 7744 8016 17113 6622 6030 4808 15850 15328 12903 557 12710 6755 11671 16792 2534 13544 2532 2193 17949 8130 32 11656 20110 13535 3590 935 10154 9489 48 1470 6509 2911 2552 7071 10299 1152 14091 3002 2825 14887 4669 8114 5769 19238 4373 6765 2645 2169 1543 10664 18016 5699 3326 5805 87 13545 11349 18589 1951 788 5667 13942 15583 8994 17946 8938 6398 168 16798 3325 5818 1359 3377 1512 11596 13656 8939 7258 2899 467 9793 6043 2968 9805 19473 26 10844 6337 15383 9413 6205 14562 13498 13147 6745 4884 6946 18733 17289 16820
(915,19582) 5715 2696 4141 645 8326 6168 5693 11785 8664 5779 6822 3047 5458 3765 10840 20087 1169 226 9211 9515 7143 8381 3634 16690 20272 15321 1854 10655 4444 3480 3609 2336 19867 5961 7793 2456 12043 1568 4367 1974 387 15913 10953 11385 8550 1798 15009 13239 5409 3129 4105 3867 12636 9451 9458 1086 16915 10601 6010 12042 11687 20009 1987 4306 17903 5020 3262 17942 6123 9349 7663 7666 5586 2541 2835 4555 628 12027 14999 13147 1225 14326 9230 3191 5706 13670 8683 781 2228 11337 18879 1349 121 6181 6479 11665 18904 10236 2332 5678
(49,5456) 6701 3448 5049 7078 9309 6954 14644 12554 5703 5031 9218 7551 9116 6113 7461 920 959 15745 277 14690 2957 1799 10250 15382 2331 10198 17067 7696 15956 2407 8317 219 1242 8353 5493 5033 14801 8880 5797 16859 1987 5644 17116 2682 15383 431 20112 20081 9418 3311 8240 4453 871 18446 6338 2852 8841 5070 17649 9004 1973 12417 2384 284 20123 17082 15786 12303 16196 12045 7048 246 16299 6228 5776 7606 18051 1385 12205 16677 6154 9525 2725 8469 18996 2096 7262 5724 5760 16575 2543 12136 13635 18879 2231 1883 3477 4174 6886 12599
(603,5456) 5769 6060 1460 1486 10075 20068 2204 357 1483 13571 7014 17565 528 749 5633 5673 5624 20858 10826 348 3545 11656 10386 15146 10756 7522 3808 9447 9548 11672 8750 17609 2552 10436 1419 18108 10722 3364 16841 533 4148 18616 6529 2797 9536 532 6816 15958 6278 14872 6209 136 17271 3228 2560 7321 14174 12551 4065 3506 20128 8470 8062 2092 2948 18749 7628 19981 8181 5555 12350 524 5983 551 9642 4310 3515 13487 10898 17601 12058 8612 6601 9376 2987 6620 4574 10413 7608 3211 3898 4651 10943 5927 3949 1840 2502 3941 17646 2366
(445,157) 1815 5950 3680 7993 6434 331 19838 18479 10249 2491 3484 13675 15335 14645 1710 12165 17079 11849 10297 1168 10230 852 135 16443 13007 14785 6705 9117 19934 3862 8912 2670 8546 6979 5035 12023 6062 8078 20147 5617 6187 1884 8370 1088 18868 687 3907 4123 10615 20401 7527 17863 343 19860 6088 17073 16707 2693 12205 15341 12380 15476 12546 8669 13773 7673 9488 1584 178 1148 15743 8851 10954 6048 7262 777 6033 3553 4052 6893 1562 8448 19443 875 14752 9214 9372 172 4138 18956 17541 6816 7854 10324 8931 1643 10039 14612 3714 3044
(445,3561) 2617 2835 4266 13246 9089 13115 10058 4795 4993 8620 15739 3391 3497 4575 10030 9437 16353 2995 3863 15373 609 277 6574 317 16235 4039 15266 1581 213 3277 16788 503 6898 20773 11308 13787 11919 7919 5376 5999 2496 7538 9220 2929 13155 2431 12761 4635 12072 3332 2472 557 8625 5987 17368 20887 4046 3080 18964 12815 14735 666 16385 2351 2337 5596 4842 6170 1442 13040 17531 8635 12373 18967 9052 3914 10831 1573 9377 7391 2988 4307 13277 12018 15735 8889 6416 685 12927 5681 6117 10637 8038 12767 655 31 18507 6535 3558 1061
(445,1488) 992 3433 6033 12536 6682 20089 2465 2926 452 2062 2000 10854 8777 861 13481 9186 7392 7790 15382 6649 2918 548 614 11223 3192 12963 3805 107 6574 272 2256 6009 16627 12014 20044 13007 10683 3077 2264 3225 3905 876 9689 6784 16725 17513 1587 4146 14594 1624 73 12340 948 18202 5923 19166 9150 15716 7717 8490 9485 5028 6250 3151 2376 8459 4553 9822 12276 13537 12891 11502 931 11141 10688 9282 2372 6412 3021 9270 16781 11671 6039 4304 15950 7993 4751 1381 12709 355 3285 7615 16727 2363 456 479 7447 6592 3574 10829
(622,5461) 13943 1208 17865 268 16718 2882 17098 2991 5160 4495 19686 5042 1528 6257 2148 1724 2769 4088 436 11855 11111 12833 9345 2005 5172 18931 32 531 2222 2675 14183 1315 14195 4105 5358 1185 9117 10056 8866 5240 8242 16376 12000 13535 13887 5998 6250 15333 5943 14510 9437 293 7342 4368 10524 19473 7714 3498 4691 5905 13152 2041 2229 6416 5231 3172 4102 1140 17308 4933 3997 15361 107 5452 17371 13005 12364 2598 10071 2549 2144 1238 5246 2092 13572 11349 603 7008 20404 7212 10283 20557 2717 18712 2360 11030 6892 177 9229 78
(622,15835) 9227 10151 11488 678 11794 612 4262 13651 11181 6598 4256 19757 8574 20289 2427 13562 18736 10342 3499 10886 5067 12322 1834 3120 2126 10543 6334 17778 241 2388 6201 1516 20127 8254 12918 12514 13509 4583 2640 10722 12058 1957 5095 6321 9219 11213 4161 12052 12388 2802 8290 3149 12517 6668 13282 2894 10094 19430 2408 754 9390 2295 6713 16507 18388 8370 6683 20758 523 12591 18051 2772 14915 328 15954 1189 8978 2290 10227 239 954 16790 16302 10688 8780 7945 5613 8322 2516 4801 6260 16061 5311 12202 2177 10861 1626 5208 8683 10519
(425,1004) 18184 10841 3079 8587 4351 9379 4555 3307 3541 7397 1242 5347 3262 11172 1786 163 6162 3309 8521 2852 13005 14909 13577 3016 918 2947 2829 5456 12071 5501 4088 512 17162 10996 3589 13282 4361 6277 18106 14024 2491 5519 12798 1107 582 9064 20311 1473 3215 11088 5950 17129 8880 704 15048 6057 9979 608 14612 44 5852 13675 2454 11675 13535 14127 1762 14113 2766 7069 11753 14026 2360 17551 3069 14977 42 6196 18059 16843 19477 923 17578 15226 641 6636 5062 1406 11345 6378 18169 16453 2303 1036 10074 1259 17397 6428 12047 19584
(827,1004) 12502 12445 1739 5475 10942 2055 3246 14587 2822 1444 1451 6644 10865 18457 1793 2004 4037 14442 2925 4988 7153 3526 20445 16714 10348 2279 19934 20037 1103 5406 20994 13884 14840 3835 5105 6335 20122 6574 326 14097 3926 19167 16725 2109 10876 4795 14906 17597 11140 8027 7391 14914 8518 2534 856 12896 15883 12202 20082 9977 2719 498 10863 4350 12935 2857 1810 20840 3991 989 119 13578 11065 373 17722 1634 10342 8169 1 1501 2135 7625 9040 2465 13550 729 3508 5589 6814 1766 5927 528 4847 8458 10920 6023 1063 9374 2734 17561
(324,15835) 11971 11687 15877 6539 1624 2079 4576 17840 14311 8571 10532 8488 10839 655 6793 8902 2473 3529 2095 6747 17776 1726 14186 6028 558 8313 75 14217 8172 16444 1959 808 822 3869 37 7059 4650 5342 4110 2437 6112 7561 4678 597 8517 667 12175 5366 1301 7452 10292 1364 15281 1373 4584 4323 7268 20018 17070 8612 2542 12442 9979 10486 4167 1540 8616 7471 3627 16305 18056 1873 3124 16836 8746 1744 13960 4934 3240 20541 1789 10021 2527 15356 5457 16841 1720 1167 11110 12556 16789 507 6260 7075 15378 10068 1478 5991 13790 2451
(324,5461) 11001 1827 3098 1992 8828 15708 12447 15335 11266 2766 282 18192 9375 2842 6206 2724 11119 1076 11341 17058 4166 94 11708 2496 17498 7091 2326 17721 2611 7717 5459 10382 6446 3211 8072 4109 12729 2017 5581 8191 3025 324 9365 3978 4584 74 20744 3458 20036 3243 3261 3288 8064 14690 6204 4097 2060 7652 665 8639 340 11482 513 14801 8532 1727 726 6792 8663 7606 17559 10939 4184 10186 5868 12230 20477 7661 5616 11263 5327 5210 12541 13888 17129 4614 4179 11868 6935 4267 1465 3327 4022 16244 10533 13520 4886 12820 3837 15366
(592,221) 4039 14111 20124 2797 4141 6527 14591 464 262 2723 7892 13308 3029 12271 12513 9399 13172 8168 1741 20034 8696 15211 1346 14901 367 2815 12674 18995 1689 20036 20112 9415 4316 12489 4072 17370 979 3620 5518 1195 3128 417 8381 14544 17535 1276 17062 7398 20069 1179 6252 2935 4695 10355 4325 18053 9390 8802 16934 292 9451 7285 4809 12193 16244 8554 2871 8782 1156 775 2894 340 18103 9746 5278 4390 15337 3915 3157 9714 3111 5970 17129 6241 5849 2785 10979 15883 18226 5504 16853 16787 4479 20164 3859 17246 1341 6129 6709 14224
(109,3730) 7784 13173 841 12607 13337 3091 19159 5775 17081 15134 14510 17811 12609 11310 15818 1483 14311 10381 1192 6593 1323 20018 5482 8462 1229 7408 7811 2774 5926 10820 11163 17720 13086 17586 3047 9102 16747 1460 2956 3823 13331 3904 17812 4577 670 8355 1219 10979 4734 1732 11408 13948 19173 15754 19867 247 1521 19172 6874 15750 1844 20809 9644 8111 17384 12995 1282 864 7601 11138 11144 1469 622 12235 9499 6894 11767 7233 20648 8553 1987 18050 1156 15183 12793 1193 1973 20732 19734 3512 589 2844 14361 6626 20112 18479 12518 11844 19895 16198
(114,2044) 17773 7047 15605 8237 20449 19320 7458 244 18965 8287 9567 13433 15744 2691 89 12739 6331 14462 1245 6968 19097 2432 16728 7080 5842 5706 5697 15688 5787 253 2753 578 4158 18479 237 7857 5301 13553 9788 2303 8418 9267 463 2947 482 12341 9614 13966 8149 10859 4350 16607 7256 1938 824 4289 16452 10038 16809 634 7052 16823 6891 12817 11560 11987 6375 16226 6946 248 99 3878 5967 4455 8205 7326 10281 3908 3996 9281 7661 16787 3318 4294 7495 12056 15046 11337 16855 19169 3389 7665 1512 19512 17863 2940 17539 13274 11035 6170
(622,6443) 1445 4190 411 14743 18717 5654 17372 10165 12363 15446 6713 11727 6914 6466 6910 8459 59 16675 16546 16450 2361 8892 14689 20017 11152 16549 7919 1178 1856 5274 14364 18732 9606 15738 20510 6214 5753 11677 8912 14218 9752 6549 17246 322 2721 20116 16375 14595 5087 14053 6190 13590 5364 3578 2741 10260 17967 4635 2501 5074 6258 6505 152 20000 2244 1390 628 4565 8917 3422 5991 2978 20028 20311 5229 6014 11341 16623 1487 2830 17935 8379 11571 7023 9682 19166 8027 2045 16969 7206 5020 2221 2805 5910 6554 6252 2996 17772 11145 16717
(835,68) 3696 2896 256 9387 6729 1010 873 17205 397 511 17179 6524 6545 12560 20755 10953 16183 7123 610 8801 8369 7001 259 1689 2175 5259 324 6542 8457 8469 3628 4843 10305 355 7000 7214 944 8524 8668 6532 8990 2691 2990 18009 12952 17811 20451 3875 16613 2387 16588 988 10150 15845 5136 2110 16195 20081 1855 4489 10404 9349 9778 3418 7074 7414 7919 4182 2456 8841 7705 3371 16605 4151 14999 8397 4449 6665 11371 5070 5043 479 8456 3173 2037 325 8611 3838 18997 11993 5391 77 12828 655 16374 4167 11635 3487 10576 2136
(318,474) 6935 819 16792 9483 13331 1095 12755 4443 2961 5610 9451 6008 2944 12446 1877 6505 4183 13943 8660 7172 8231 16018 292 3477 20178 13309 10336 3303 639 19871 10011 76 6305 706 3769 10006 5624 6062 12240 7548 6043 929 17723 9940 2872 2759 10283 4525 9028 1103 6223 3554 41 8350 17370 2159 1951 6421 13584 3627 4431 3310 14999 16252 19451 3572 1148 145 16672 9014 3044 10787 404 1050 2810 13739 3941 17089 20101 2503 9324 7047 6040 6606 13060 1526 15474 5400 2685 4720 12714 1202 5426 9033 15978 14821 559 11078 1439 8494
(151,14900) 2287 901 12603 16960 3344 10810 3086 2298 10519 3914 3870 15083 11676 16448 8228 13940 7868 3879 1586 547 17530 15623 1416 1835 3790 5751 4184 18616 10814 3398 12551 16377 14594 4514 5061 8099 16446 2049 2966 907 16450 2866 1043 6999 1506 5483 16461 6257 7658 6377 12362 10070 20537 12516 4749 7074 20440 14912 12301 7473 20178 10591 12752 2664 2209 8668 5615 19004 15416 410 4349 9649 3396 8157 6495 1004 2787 9343 2523 18418 15892 19485 1755 7524 4141 4548 11585 11320 13674 16482 454 10125 5244 2620 5202 10297 20096 3209 639 5378
(625,587) 10342 5173 14511 16 15035 7527 9762 4761 9228 9232 1107 1023 8651 11183 14644 10626 17513 11604 12328 3935 711 12609 20699 17616 15795 276 2268 6455 15463 1781 8854 16939 38 16601 7522 205 8178 5529 6412 275 8592 6055 13544 944 8585 10149 10823 2147 13011 3138 16411 2835 6631 17596 5233 8188 8380 5494 1505 1286 11418 6846 52 19606 15750 10427 7253 14365 8396 10830 4256 12067 16530 16373 17397 2043 7685 12445 1234 1960 10724 13549 2191 4537 16506 11937 1303 20805 12038 5713 8596 5967 1035 434 6244 5505 14510 17634 16785 41
