,user_id,item_id,rating,timestamp
172,172,13,4,970815600
173,173,1,4,971334000
174,174,11,5,971420400
175,175,13,5,971766000
176,176,13,4,971938800
177,177,11,5,971938800
178,178,8,1,971938800
179,179,1,5,971938800
180,180,10,4,972025200
181,181,13,4,972284400
182,182,14,5,972457200
183,158,14,4,972716400
184,183,13,5,972802800
185,184,11,3,972802800
186,185,13,4,972889200
187,186,13,4,973062000
188,187,1,5,973148400
189,188,15,5,973756800
190,189,15,5,973843200
191,190,1,5,973929600
192,191,13,5,973929600
193,192,3,5,974188800
194,193,3,1,974361600
195,194,11,5,974448000
196,195,12,5,974534400
197,196,15,5,974880000
198,197,16,5,974880000
199,198,2,5,975139200
200,199,12,3,975225600
201,200,10,3,975225600
202,201,17,4,975312000
203,202,8,4,975312000
204,203,13,4,975398400
205,204,14,5,975484800
206,205,3,4,975571200
207,206,18,5,975657600
208,207,6,4,975830400
209,208,3,4,976089600
210,209,3,5,976176000
211,210,3,5,976348800
212,211,14,1,976348800
213,212,13,3,976348800
214,213,18,5,976521600
215,214,1,5,976780800
216,215,11,5,976780800
217,216,14,5,976867200
218,217,5,5,976867200
219,218,1,3,976953600
220,219,1,5,976953600
221,220,3,2,977126400
222,221,12,5,977126400
223,184,2,2,977212800
224,222,13,4,977299200
225,223,3,1,977385600
226,224,1,1,977558400
227,225,14,5,977817600
228,226,10,4,977817600
229,227,14,5,977990400
230,228,5,5,978076800
231,229,19,3,978163200
232,230,13,2,978249600
233,231,19,5,978249600
234,232,14,4,978336000
235,233,14,5,978422400
236,234,13,4,978422400
237,235,1,4,978422400
238,236,11,5,978508800
239,237,14,4,978595200
240,238,14,5,978595200
241,239,2,5,978681600
242,240,10,1,978768000
243,241,3,4,978854400
244,242,11,4,978854400
245,243,14,5,978940800
246,244,14,5,978940800
247,245,13,5,978940800
248,246,12,4,979027200
249,247,3,2,979372800
250,248,12,4,979804800
251,249,15,5,979804800
252,250,14,4,979977600
253,251,18,5,980064000
254,252,14,5,980236800
255,253,20,3,980236800
256,254,3,5,980582400
257,255,1,1,980841600
258,256,14,5,981273600
259,257,14,5,981273600
260,258,14,5,981446400
261,259,13,4,981532800
262,260,7,1,981532800
263,261,14,5,981705600
264,262,14,5,981878400
265,263,12,4,982483200
266,264,2,5,982569600
267,265,21,5,982656000
268,266,19,4,982915200
269,267,13,4,983001600
270,268,9,2,983088000
271,269,14,5,983520000
272,270,8,5,983606400
273,271,7,1,983952000
274,272,22,5,984038400
275,273,23,5,984211200
276,274,23,5,984211200
277,275,23,5,984211200
278,276,23,3,984211200
279,269,15,5,984211200
280,277,23,4,984211200
281,278,23,4,984297600
282,279,23,5,984297600
283,280,23,4,984297600
284,281,23,5,984297600
285,282,23,4,984297600
286,283,23,4,984297600
287,284,23,3,984297600
288,285,23,4,984297600
289,286,23,4,984380400
290,287,23,5,984380400
291,288,23,5,984380400
292,289,23,4,984380400
293,290,3,4,984380400
294,291,1,5,984380400
295,292,23,5,984380400
296,293,12,1,984553200
297,294,24,5,984639600
298,295,4,1,984639600
299,296,15,4,984898800
300,297,11,4,984898800
301,298,13,4,984985200
302,299,6,3,985158000
303,300,13,5,985158000
304,301,20,4,985244400
305,302,25,5,985330800
306,303,23,4,985503600
307,304,13,5,985590000
308,305,10,1,985762800
309,306,1,5,986281200
310,307,26,1,986454000
311,308,27,5,986713200
312,309,13,5,987231600
313,310,28,4,987318000
314,311,3,4,987577200
315,312,3,4,987577200
316,313,1,5,987577200
317,314,14,5,987577200
318,315,14,5,987922800
319,316,29,4,987922800
320,317,24,5,988009200
321,318,16,5,988009200
322,319,3,5,988095600
323,320,22,5,988182000
324,321,26,4,988268400
325,322,4,2,988354800
326,323,16,5,988527600
327,324,28,2,988527600
328,325,26,5,988614000
329,326,11,5,988786800
330,327,3,1,988786800
331,328,29,5,988959600
332,158,24,5,988959600
333,328,28,5,988959600
334,329,29,1,989132400
335,330,29,5,989218800
336,331,2,3,989305200
337,332,14,4,989391600
338,333,29,3,989391600
339,334,27,5,989391600
340,335,3,1,989478000
341,336,3,5,989564400
342,337,3,4,989564400
343,338,3,4,989564400
344,339,2,5,989737200
345,340,13,2,989737200
346,341,3,5,989823600
347,342,22,5,989996400
348,343,3,5,990082800
349,344,23,5,990169200
350,158,16,3,990255600
351,345,25,4,990255600
352,346,25,3,990514800
353,347,1,2,990514800
354,348,16,5,990601200
355,349,14,4,990601200
356,350,23,5,990687600
357,351,22,5,990860400
358,352,28,5,990860400
359,353,14,5,991033200
360,354,29,3,991033200
361,355,14,5,991119600
362,356,25,3,991119600
363,357,3,5,991292400
364,358,22,4,991810800
365,359,30,5,991810800
366,360,31,5,991897200
367,361,31,5,991897200
368,362,22,1,991897200
369,363,14,4,991983600
370,364,16,5,991983600
371,365,32,5,992070000
372,366,32,4,992070000
373,367,2,4,992070000
374,368,32,5,992242800
375,369,1,4,992242800
376,370,30,5,992502000
377,371,14,4,992674800
378,372,21,5,992761200
379,373,21,5,992847600
380,374,28,2,992934000
381,375,12,5,992934000
382,376,12,4,993020400
383,377,14,5,993106800
384,378,28,5,993193200
385,379,32,4,993193200
386,380,24,1,993366000
387,381,24,5,993452400
388,382,17,4,993452400
389,383,18,5,993625200
390,384,5,4,993625200
391,385,14,4,993798000
392,386,24,5,993884400
393,387,7,5,993884400
394,388,33,4,993970800
395,389,34,5,994057200
396,390,31,1,994057200
397,391,35,2,994057200
398,392,12,5,994316400
399,393,12,3,994489200
400,394,27,4,994575600
401,395,33,5,994575600
402,396,22,3,994748400
403,397,36,5,994748400
404,398,22,3,994834800
405,399,34,5,995180400
406,400,28,5,995180400
407,401,29,3,995266800
408,402,34,4,995353200
409,403,37,5,995353200
410,404,13,4,995526000
411,405,37,5,995526000
412,406,0,4,995612400
413,407,14,4,995698800
414,408,21,5,995698800
415,409,19,5,995698800
416,410,1,4,995698800
417,411,22,5,995871600
418,412,25,2,995871600
419,413,26,4,996044400
420,414,13,5,996044400
421,415,29,3,996217200
422,416,14,5,996217200
423,417,38,1,996303600
424,418,21,5,996390000
425,419,34,4,996562800
426,420,37,5,996562800
427,421,39,5,996649200
428,422,26,5,996735600
429,423,36,5,996822000
430,424,7,2,996908400
431,425,31,4,996994800
432,426,1,5,997081200
433,427,23,4,997081200
434,428,21,5,997081200
435,429,26,5,997167600
436,430,32,2,997167600
437,431,34,5,997254000
438,432,14,5,997426800
439,433,35,5,997426800
440,434,22,4,997513200
441,435,36,4,997599600
442,436,36,5,997686000
443,437,39,5,997772400
444,438,22,5,997772400
445,439,37,5,997858800
446,440,40,5,997945200
447,441,21,5,998031600
448,442,16,4,998031600
449,443,40,5,998290800
450,444,34,4,998290800
451,300,34,4,998377200
452,445,41,5,998550000
453,446,35,5,998550000
454,447,32,1,998722800
455,448,14,4,998809200
456,300,21,4,998895600
457,449,14,4,998895600
458,450,10,2,998982000
459,451,24,5,998982000
460,452,41,5,999068400
461,453,42,5,999068400
462,454,19,5,999068400
463,455,43,5,999154800
464,456,7,1,999154800
465,457,16,1,999154800
466,458,34,4,999241200
467,459,31,5,999327600
468,460,24,5,999586800
469,461,39,5,999846000
470,462,33,5,999932400
471,463,21,5,999932400
472,464,17,5,1000105200
473,465,40,5,1000278000
474,466,28,5,1000278000
475,467,44,1,1000364400
476,468,39,5,1000450800
477,469,19,5,1000537200
478,470,21,5,1000537200
479,471,29,4,1000796400
480,472,44,4,1000882800
481,473,7,1,1000969200
482,474,16,3,1000969200
483,475,37,4,1000969200
484,476,45,1,1000969200
485,477,29,4,1001142000
486,478,11,2,1001314800
487,479,23,4,1001401200
488,480,39,5,1001401200
489,481,45,5,1001660400
490,482,45,5,1001746800
491,483,34,5,1001833200
492,484,45,5,1002006000
493,485,21,5,1002265200
494,486,34,5,1002610800
495,487,40,1,1002610800
496,488,45,5,1002610800
497,489,13,4,1003042800
498,490,37,5,1003215600
499,491,7,1,1003302000
500,492,37,5,1003474800
501,493,13,4,1003734000
502,494,13,5,1003820400
503,495,40,5,1003820400
504,496,3,4,1003820400
505,497,4,5,1003906800
506,498,16,5,1003993200
507,499,14,5,1004079600
508,500,39,5,1004166000
509,501,39,5,1004166000
510,502,33,5,1004338800
511,503,39,5,1004338800
512,504,34,5,1004947200
513,505,42,5,1005033600
514,506,37,5,1005033600
515,507,19,4,1005120000
516,508,0,1,1005292800
517,509,7,3,1005379200
518,510,29,4,1005552000
519,510,28,4,1005552000
520,511,14,5,1005638400
521,512,37,5,1005638400
522,513,24,4,1005638400
523,514,36,5,1005984000
524,515,21,4,1005984000
525,516,46,2,1006070400
526,517,24,5,1006156800
527,518,36,4,1006329600
528,519,21,4,1006416000
529,520,24,5,1006416000
530,521,47,5,1006502400
531,522,44,5,1006588800
532,523,46,5,1006588800
533,524,3,5,1006588800
534,525,47,1,1006675200
535,526,12,5,1006675200
536,527,46,4,1006675200
537,528,46,4,1006675200
538,529,32,2,1006761600
539,530,46,2,1006761600
540,531,44,4,1006761600
541,532,1,1,1006848000
542,533,37,5,1006848000
543,534,33,5,1006848000
544,535,38,5,1006934400
545,536,40,5,1006934400
546,537,46,5,1006934400
547,538,3,1,1007020800
548,539,22,4,1007107200
549,540,14,4,1007193600
550,541,10,5,1007193600
551,542,34,5,1007280000
552,543,29,2,1007366400
553,544,38,1,1007366400
554,545,39,5,1007366400
555,546,48,5,1007366400
556,547,20,4,1007452800
557,548,49,5,1007452800
558,549,41,5,1007539200
559,550,49,5,1007625600
560,551,13,4,1007625600
561,552,2,3,1007625600
562,553,36,5,1007712000
563,554,1,5,1007712000
564,555,14,4,1007712000
565,556,35,2,1007798400
566,557,25,4,1007884800
567,558,29,5,1007884800
568,559,49,5,1007884800
569,158,46,3,1007971200
570,560,13,4,1007971200
571,561,49,5,1007971200
572,562,1,4,1008057600
573,563,3,5,1008057600
574,564,14,4,1008144000
575,565,41,5,1008144000
576,566,48,5,1008230400
577,567,37,5,1008230400
578,568,29,1,1008230400
579,569,31,5,1008230400
580,570,1,5,1008230400
581,571,21,3,1008230400
582,572,39,5,1008316800
583,573,37,5,1008316800
584,574,3,5,1008316800
585,575,49,5,1008316800
586,576,25,5,1008403200
587,577,3,5,1008489600
588,578,24,5,1008489600
589,579,49,5,1008489600
590,580,25,4,1008576000
591,581,49,5,1008662400
592,481,3,3,1008662400
593,582,19,4,1008662400
594,583,38,5,1008835200
595,584,44,4,1008835200
596,585,37,5,1008921600
597,586,1,5,1008921600
598,587,14,4,1009008000
599,588,49,4,1009008000
600,589,3,5,1009008000
601,590,49,5,1009008000
602,591,4,1,1009180800
603,592,17,5,1009180800
604,593,3,4,1009267200
605,594,50,1,1009267200
606,595,39,5,1009267200
607,596,46,5,1009353600
608,597,39,5,1009353600
609,598,19,1,1009353600
610,599,46,4,1009353600
611,600,3,3,1009440000
612,601,48,5,1009440000
613,602,3,3,1009440000
614,603,41,5,1009440000
615,604,25,2,1009526400
616,605,51,4,1009526400
617,606,46,4,1009526400
618,607,3,1,1009526400
619,608,33,4,1009526400
620,609,52,4,1009526400
621,610,32,5,1009526400
622,611,44,5,1009526400
623,612,3,3,1009612800
624,613,39,5,1009612800
625,614,11,5,1009612800
626,615,36,5,1009612800
627,616,14,4,1009612800
628,617,46,3,1009612800
629,618,25,3,1009699200
630,619,52,5,1009699200
631,620,49,5,1009699200
632,621,24,4,1009785600
633,622,48,1,1009785600
634,623,42,3,1009785600
635,624,53,4,1009785600
636,625,3,4,1009785600
637,626,52,3,1009872000
638,627,46,4,1009872000
639,628,32,5,1009872000
640,629,3,2,1009958400
641,630,32,3,1009958400
642,631,39,5,1010044800
643,632,24,5,1010044800
644,633,24,5,1010044800
645,634,48,5,1010131200
646,635,49,4,1010131200
647,636,5,4,1010217600
648,637,10,4,1010217600
649,638,0,1,1010304000
650,639,46,4,1010304000
651,640,25,3,1010304000
652,641,21,5,1010390400
653,642,42,2,1010476800
654,643,51,4,1010476800
655,644,46,1,1010476800
656,645,16,3,1010563200
657,646,48,5,1010563200
658,647,24,5,1010563200
659,648,42,5,1010563200
660,649,39,5,1010563200
661,650,40,4,1010736000
662,651,54,5,1010736000
663,652,46,2,1010822400
664,653,7,4,1010908800
665,654,49,5,1010908800
666,655,48,4,1011168000
667,656,29,4,1011168000
668,657,24,5,1011168000
669,658,3,1,1011254400
670,659,45,5,1011340800
671,660,25,2,1011340800
672,661,24,5,1011427200
673,662,22,1,1011513600
674,663,24,5,1011513600
675,664,1,4,1011513600
676,665,49,5,1011686400
677,666,44,4,1011686400
678,667,49,5,1011772800
679,668,44,5,1011772800
680,669,7,1,1011772800
681,670,32,3,1011859200
682,671,30,5,1011859200
683,158,40,4,1012032000
684,672,44,1,1012032000
685,673,55,4,1012118400
686,674,3,5,1012118400
687,675,29,4,1012204800
688,676,10,4,1012291200
689,677,14,4,1012291200
690,678,3,5,1012464000
691,679,49,5,1012464000
692,680,40,5,1012464000
693,681,3,1,1012636800
694,682,33,5,1012723200
695,683,3,1,1012723200
696,684,46,2,1012809600
697,685,25,4,1012809600
698,686,32,4,1012809600
699,687,32,5,1012809600
700,688,3,5,1012809600
701,689,7,1,1012809600
702,690,14,5,1012896000
703,691,3,1,1012982400
704,692,34,5,1013068800
705,693,46,4,1013068800
706,694,48,2,1013155200
707,695,46,4,1013155200
708,696,49,5,1013241600
709,697,33,5,1013241600
710,698,42,3,1013328000
711,699,40,5,1013328000
712,700,33,4,1013414400
713,701,48,5,1013414400
714,702,3,4,1013414400
715,703,49,5,1013500800
716,704,42,5,1013587200
717,705,49,5,1013587200
718,706,16,4,1013587200
719,707,49,5,1013673600
720,708,49,5,1013760000
721,709,21,5,1013846400
722,710,7,1,1013932800
723,711,49,5,1013932800
724,712,1,4,1014019200
725,713,48,4,1014019200
726,714,3,5,1014019200
727,715,16,4,1014105600
728,716,47,5,1014192000
729,717,40,5,1014192000
730,718,56,4,1014278400
731,719,32,3,1014537600
732,720,0,5,1014624000
733,721,38,1,1014710400
734,722,44,5,1014796800
735,723,24,5,1014883200
736,724,29,5,1015142400
737,725,42,5,1015228800
738,726,44,3,1015488000
739,727,3,1,1015488000
740,728,57,5,1015830000
741,729,57,5,1015830000
742,730,21,4,1015916400
743,625,20,4,1016002800
744,731,57,2,1016002800
745,732,1,3,1016089200
746,550,45,1,1016089200
747,733,3,1,1016434800
748,734,57,4,1016434800
749,735,3,3,1016521200
750,736,54,4,1016607600
751,737,47,5,1016607600
752,738,45,1,1016780400
753,739,11,5,1016866800
754,740,35,4,1016866800
755,741,47,5,1016953200
756,742,10,5,1016953200
757,743,16,4,1017039600
758,744,33,5,1017039600
759,745,53,5,1017126000
760,746,6,5,1017298800
761,747,35,4,1017385200
762,748,35,4,1017558000
763,749,49,5,1017817200
764,750,53,1,1017817200
765,751,7,2,1017903600
766,752,47,5,1017903600
767,753,48,5,1017990000
768,754,44,1,1018076400
769,755,58,5,1018076400
770,756,24,5,1018249200
771,757,3,1,1018249200
772,758,45,5,1018508400
773,759,44,5,1018508400
774,760,7,5,1018594800
775,761,34,4,1018681200
776,762,57,1,1018854000
777,763,40,4,1018854000
778,764,57,3,1018940400
779,765,49,5,1019026800
780,766,3,2,1019026800
781,767,17,5,1019113200
782,768,57,5,1019113200
783,769,40,4,1019199600
784,770,46,2,1019199600
785,771,53,3,1019286000
786,772,14,5,1019372400
787,443,48,5,1019631600
788,773,54,5,1019718000
789,774,37,5,1019804400
790,775,46,4,1019977200
791,776,15,5,1019977200
792,777,57,4,1020063600
793,778,49,5,1020150000
794,779,50,1,1020322800
795,780,32,2,1020409200
796,781,48,3,1020582000
797,782,56,4,1020582000
798,783,16,5,1020668400
799,784,29,4,1020668400
800,785,38,4,1020668400
801,786,49,4,1020668400
802,787,49,5,1020754800
803,788,12,5,1020841200
804,717,49,5,1021014000
805,789,43,5,1021359600
806,790,59,5,1021359600
807,791,16,5,1021359600
808,792,31,4,1021359600
809,793,49,5,1021532400
810,794,51,4,1021618800
811,795,52,2,1021618800
812,796,59,4,1021618800
813,797,49,5,1021791600
814,798,46,4,1021791600
815,799,12,2,1021791600
816,800,3,1,1021878000
817,801,39,5,1021964400
818,802,59,5,1022050800
819,803,57,1,1022050800
820,804,57,5,1022050800
821,805,40,4,1022223600
822,806,60,5,1022310000
823,807,55,5,1022396400
824,808,40,5,1022396400
825,809,25,2,1022482800
826,810,7,5,1022482800
827,811,57,4,1022569200
828,812,24,5,1022569200
829,813,40,4,1022742000
830,814,46,2,1022914800
831,815,40,5,1023001200
832,816,61,5,1023087600
833,817,40,5,1023087600
834,818,59,5,1023174000
835,819,54,5,1023174000
836,820,29,4,1023260400
837,821,14,4,1023692400
838,822,10,5,1023778800
839,823,57,1,1023865200
840,824,48,5,1023951600
841,825,16,5,1024038000
842,826,22,3,1024124400
843,827,49,5,1024124400
844,828,46,1,1024210800
845,829,60,4,1024210800
846,830,62,4,1024210800
847,831,59,5,1024297200
848,832,60,2,1024297200
849,833,39,5,1024556400
850,834,57,5,1024556400
851,835,24,4,1024556400
852,836,63,5,1024729200
853,837,16,5,1024815600
854,838,51,5,1024902000
855,839,17,5,1024902000
856,840,7,5,1025074800
857,841,40,5,1025247600
858,842,49,5,1025247600
859,843,7,1,1025247600
860,844,14,5,1025420400
861,845,49,5,1025506800
862,846,1,1,1025593200
863,847,3,5,1025679600
864,848,18,5,1025679600
865,849,0,5,1025766000
866,850,64,5,1025852400
867,851,29,3,1026025200
868,852,40,4,1026025200
869,853,59,5,1026025200
870,854,58,5,1026025200
871,855,62,5,1026111600
872,856,49,5,1026111600
873,857,10,5,1026198000
874,858,48,5,1026198000
875,859,24,5,1026284400
876,860,2,5,1026370800
877,861,61,4,1026457200
878,862,39,4,1026543600
879,863,16,5,1026543600
880,864,37,5,1026716400
881,158,63,5,1026716400
882,865,4,5,1026802800
883,866,3,5,1026889200
884,867,63,5,1026975600
885,868,14,4,1026975600
886,869,65,4,1027062000
887,870,3,5,1027062000
888,871,40,4,1027234800
889,872,59,1,1027407600
890,873,28,1,1027407600
891,873,29,1,1027407600
892,874,40,5,1027407600
893,875,62,5,1027494000
894,876,29,3,1027839600
895,877,49,5,1027926000
896,878,63,5,1027926000
897,879,66,5,1028185200
898,880,37,5,1028185200
899,881,50,3,1028185200
900,882,26,4,1028271600
901,883,16,5,1028271600
902,884,49,5,1028271600
903,885,7,1,1028358000
904,886,39,5,1028444400
905,887,48,5,1028530800
906,888,59,5,1028530800
907,889,59,4,1028703600
908,890,46,1,1028790000
909,891,40,5,1028876400
910,892,56,5,1029049200
911,893,44,1,1029049200
912,894,63,3,1029049200
913,895,37,5,1029135600
914,896,21,5,1029308400
915,897,15,5,1029394800
916,898,2,5,1029740400
917,899,63,4,1029740400
918,900,61,3,1029826800
919,901,62,4,1029826800
920,902,3,4,1029999600
921,903,46,3,1029999600
922,904,48,4,1030172400
923,905,40,5,1030345200
924,906,61,4,1030431600
925,907,56,5,1030518000
926,908,31,4,1030518000
927,909,15,5,1030518000
928,910,67,4,1030604400
929,911,68,5,1030690800
930,912,3,4,1030690800
931,913,69,4,1030690800
932,914,37,5,1030863600
933,915,16,5,1030863600
934,916,49,5,1030950000
935,917,49,5,1031036400
936,918,45,5,1031036400
937,919,49,5,1031122800
938,920,10,5,1031209200
939,921,49,5,1031382000
940,922,56,5,1031468400
941,923,49,5,1031554800
942,924,49,5,1031554800
943,925,49,5,1031641200
944,926,40,5,1031814000
945,927,49,5,1031814000
946,928,46,2,1031900400
947,929,57,5,1031900400
948,930,65,5,1031986800
949,931,24,4,1031986800
950,932,63,5,1032073200
951,933,60,4,1032246000
952,934,57,5,1032246000
953,935,16,2,1032246000
954,936,61,3,1032332400
955,937,49,5,1032418800
956,938,40,5,1032418800
957,939,68,4,1032418800
958,940,10,5,1032418800
959,941,49,5,1032678000
960,942,70,4,1032850800
961,943,59,4,1032850800
962,944,71,1,1032937200
963,945,29,3,1032937200
964,789,40,3,1033023600
965,946,56,5,1033282800
966,947,0,2,1033369200
967,948,45,5,1033542000
968,949,45,4,1033542000
969,950,72,2,1033542000
970,951,69,1,1033714800
971,952,37,5,1033801200
972,953,68,1,1033974000
973,954,40,5,1034060400
974,955,49,5,1034060400
975,956,44,4,1034146800
976,957,50,1,1034146800
977,958,49,5,1034233200
978,959,40,3,1034233200
979,960,69,5,1034319600
980,961,3,5,1034492400
981,962,40,3,1034492400
982,963,68,5,1034578800
983,964,8,4,1034665200
984,965,59,1,1034665200
985,966,63,2,1034751600
986,967,28,1,1034838000
987,968,40,5,1034838000
988,969,16,5,1034838000
989,970,10,4,1034924400
990,971,48,5,1035010800
991,972,39,5,1035270000
992,973,9,3,1035356400
993,974,16,5,1035529200
994,975,68,5,1035702000
995,976,49,5,1035788400
996,977,3,5,1035874800
997,978,62,5,1036047600
998,979,3,5,1036047600
999,980,70,3,1036220400
1000,981,3,4,1036306800
1001,982,50,1,1036396800
1002,983,49,5,1036483200
1003,984,1,4,1036483200
1004,985,48,5,1036483200
1005,986,61,5,1036569600
1006,987,2,3,1036656000
1007,988,59,5,1036656000
1008,989,49,5,1036656000
1009,990,63,5,1036656000
1010,991,45,5,1036656000
1011,992,10,5,1036742400
1012,993,28,1,1036915200
1013,994,65,1,1036915200
1014,995,58,3,1037001600
1015,996,37,3,1037088000
1016,996,47,5,1037088000
1017,997,73,5,1037088000
1018,998,73,5,1037088000
1019,999,59,4,1037088000
1020,1000,61,5,1037260800
1021,1001,72,4,1037347200
1022,1002,56,4,1037347200
1023,1003,57,4,1037606400
1024,1004,58,1,1037606400
1025,1005,22,1,1037692800
1026,1006,3,2,1037865600
1027,1007,62,5,1038038400
1028,1008,49,5,1038124800
1029,1009,39,5,1038124800
1030,1010,59,5,1038211200
1031,1011,40,5,1038211200
1032,1012,14,5,1038211200
1033,1013,66,5,1038211200
1034,1014,74,5,1038297600
1035,1015,49,5,1038297600
1036,1016,44,1,1038297600
1037,1017,39,5,1038297600
1038,1018,73,1,1038384000
1039,1019,73,5,1038470400
1040,1020,39,5,1038470400
1041,1021,50,2,1038556800
1042,1022,57,4,1038729600
1043,1023,5,5,1038729600
1044,1024,49,5,1038729600
1045,1025,73,5,1038729600
1046,1026,72,1,1038816000
1047,1027,57,5,1038816000
1048,1028,24,5,1038816000
1049,1029,11,5,1038902400
1050,1030,28,4,1038902400
1051,1031,24,5,1038902400
1052,1032,56,4,1038988800
1053,1033,75,5,1038988800
1054,1034,2,5,1039075200
1055,1035,13,4,1039075200
1056,1036,3,3,1039075200
1057,1037,63,4,1039161600
1058,1038,72,4,1039161600
1059,1039,75,5,1039248000
1060,991,52,2,1039248000
1061,1040,50,1,1039248000
1062,1041,24,5,1039248000
1063,1042,65,5,1039334400
1064,1043,51,4,1039420800
1065,1044,68,1,1039420800
1066,1045,59,3,1039420800
1067,1046,28,3,1039420800
1068,1047,3,4,1039507200
1069,1048,76,5,1039593600
1070,1049,61,5,1039680000
1071,1050,68,4,1039680000
1072,1051,3,5,1039680000
1073,1052,73,5,1039680000
1074,1053,24,1,1039766400
1075,1054,49,5,1039766400
1076,1055,56,5,1039766400
1077,1056,3,2,1039766400
1078,1057,73,5,1039852800
1079,1058,3,4,1039939200
1080,1059,73,5,1039939200
1081,1060,56,2,1040025600
1082,1061,71,4,1040025600
1083,1062,59,5,1040025600
1084,1063,57,3,1040025600
1085,1064,24,5,1040112000
1086,1065,16,3,1040198400
1087,1066,3,5,1040284800
1088,1067,3,5,1040284800
1089,1068,24,4,1040284800
1090,1069,3,5,1040371200
1091,1070,74,5,1040371200
1092,1071,40,4,1040457600
1093,1072,73,5,1040457600
1094,1073,74,5,1040544000
1095,1074,63,4,1040544000
1096,1075,73,5,1040544000
1097,1076,49,5,1040630400
